# Filenames retained after pHash deduplication (Hamming <= 10)
# Total: 3793 images from original 4,388
# Format: filename, artist
Albrecht_Dürer_1.jpg,Albrecht_Dürer
Albrecht_Dürer_10.jpg,Albrecht_Dürer
Albrecht_Dürer_100.jpg,Albrecht_Dürer
Albrecht_Dürer_102.jpg,Albrecht_Dürer
Albrecht_Dürer_103.jpg,Albrecht_Dürer
Albrecht_Dürer_105.jpg,Albrecht_Dürer
Albrecht_Dürer_110.jpg,Albrecht_Dürer
Albrecht_Dürer_112.jpg,Albrecht_Dürer
Albrecht_Dürer_117.jpg,Albrecht_Dürer
Albrecht_Dürer_120.jpg,Albrecht_Dürer
Albrecht_Dürer_122.jpg,Albrecht_Dürer
Albrecht_Dürer_123.jpg,Albrecht_Dürer
Albrecht_Dürer_124.jpg,Albrecht_Dürer
Albrecht_Dürer_126.jpg,Albrecht_Dürer
Albrecht_Dürer_130.jpg,Albrecht_Dürer
Albrecht_Dürer_131.jpg,Albrecht_Dürer
Albrecht_Dürer_132.jpg,Albrecht_Dürer
Albrecht_Dürer_134.jpg,Albrecht_Dürer
Albrecht_Dürer_136.jpg,Albrecht_Dürer
Albrecht_Dürer_137.jpg,Albrecht_Dürer
Albrecht_Dürer_139.jpg,Albrecht_Dürer
Albrecht_Dürer_14.jpg,Albrecht_Dürer
Albrecht_Dürer_141.jpg,Albrecht_Dürer
Albrecht_Dürer_143.jpg,Albrecht_Dürer
Albrecht_Dürer_144.jpg,Albrecht_Dürer
Albrecht_Dürer_145.jpg,Albrecht_Dürer
Albrecht_Dürer_148.jpg,Albrecht_Dürer
Albrecht_Dürer_149.jpg,Albrecht_Dürer
Albrecht_Dürer_154.jpg,Albrecht_Dürer
Albrecht_Dürer_155.jpg,Albrecht_Dürer
Albrecht_Dürer_157.jpg,Albrecht_Dürer
Albrecht_Dürer_158.jpg,Albrecht_Dürer
Albrecht_Dürer_159.jpg,Albrecht_Dürer
Albrecht_Dürer_162.jpg,Albrecht_Dürer
Albrecht_Dürer_163.jpg,Albrecht_Dürer
Albrecht_Dürer_165.jpg,Albrecht_Dürer
Albrecht_Dürer_166.jpg,Albrecht_Dürer
Albrecht_Dürer_169.jpg,Albrecht_Dürer
Albrecht_Dürer_171.jpg,Albrecht_Dürer
Albrecht_Dürer_174.jpg,Albrecht_Dürer
Albrecht_Dürer_175.jpg,Albrecht_Dürer
Albrecht_Dürer_177.jpg,Albrecht_Dürer
Albrecht_Dürer_18.jpg,Albrecht_Dürer
Albrecht_Dürer_181.jpg,Albrecht_Dürer
Albrecht_Dürer_182.jpg,Albrecht_Dürer
Albrecht_Dürer_189.jpg,Albrecht_Dürer
Albrecht_Dürer_19.jpg,Albrecht_Dürer
Albrecht_Dürer_190.jpg,Albrecht_Dürer
Albrecht_Dürer_192.jpg,Albrecht_Dürer
Albrecht_Dürer_195.jpg,Albrecht_Dürer
Albrecht_Dürer_196.jpg,Albrecht_Dürer
Albrecht_Dürer_20.jpg,Albrecht_Dürer
Albrecht_Dürer_201.jpg,Albrecht_Dürer
Albrecht_Dürer_203.jpg,Albrecht_Dürer
Albrecht_Dürer_204.jpg,Albrecht_Dürer
Albrecht_Dürer_210.jpg,Albrecht_Dürer
Albrecht_Dürer_212.jpg,Albrecht_Dürer
Albrecht_Dürer_213.jpg,Albrecht_Dürer
Albrecht_Dürer_214.jpg,Albrecht_Dürer
Albrecht_Dürer_217.jpg,Albrecht_Dürer
Albrecht_Dürer_218.jpg,Albrecht_Dürer
Albrecht_Dürer_219.jpg,Albrecht_Dürer
Albrecht_Dürer_22.jpg,Albrecht_Dürer
Albrecht_Dürer_220.jpg,Albrecht_Dürer
Albrecht_Dürer_222.jpg,Albrecht_Dürer
Albrecht_Dürer_224.jpg,Albrecht_Dürer
Albrecht_Dürer_225.jpg,Albrecht_Dürer
Albrecht_Dürer_231.jpg,Albrecht_Dürer
Albrecht_Dürer_232.jpg,Albrecht_Dürer
Albrecht_Dürer_236.jpg,Albrecht_Dürer
Albrecht_Dürer_238.jpg,Albrecht_Dürer
Albrecht_Dürer_239.jpg,Albrecht_Dürer
Albrecht_Dürer_243.jpg,Albrecht_Dürer
Albrecht_Dürer_246.jpg,Albrecht_Dürer
Albrecht_Dürer_249.jpg,Albrecht_Dürer
Albrecht_Dürer_25.jpg,Albrecht_Dürer
Albrecht_Dürer_250.jpg,Albrecht_Dürer
Albrecht_Dürer_251.jpg,Albrecht_Dürer
Albrecht_Dürer_252.jpg,Albrecht_Dürer
Albrecht_Dürer_253.jpg,Albrecht_Dürer
Albrecht_Dürer_255.jpg,Albrecht_Dürer
Albrecht_Dürer_257.jpg,Albrecht_Dürer
Albrecht_Dürer_26.jpg,Albrecht_Dürer
Albrecht_Dürer_260.jpg,Albrecht_Dürer
Albrecht_Dürer_262.jpg,Albrecht_Dürer
Albrecht_Dürer_265.jpg,Albrecht_Dürer
Albrecht_Dürer_266.jpg,Albrecht_Dürer
Albrecht_Dürer_267.jpg,Albrecht_Dürer
Albrecht_Dürer_268.jpg,Albrecht_Dürer
Albrecht_Dürer_272.jpg,Albrecht_Dürer
Albrecht_Dürer_273.jpg,Albrecht_Dürer
Albrecht_Dürer_275.jpg,Albrecht_Dürer
Albrecht_Dürer_277.jpg,Albrecht_Dürer
Albrecht_Dürer_279.jpg,Albrecht_Dürer
Albrecht_Dürer_285.jpg,Albrecht_Dürer
Albrecht_Dürer_287.jpg,Albrecht_Dürer
Albrecht_Dürer_289.jpg,Albrecht_Dürer
Albrecht_Dürer_295.jpg,Albrecht_Dürer
Albrecht_Dürer_296.jpg,Albrecht_Dürer
Albrecht_Dürer_298.jpg,Albrecht_Dürer
Albrecht_Dürer_299.jpg,Albrecht_Dürer
Albrecht_Dürer_3.jpg,Albrecht_Dürer
Albrecht_Dürer_30.jpg,Albrecht_Dürer
Albrecht_Dürer_300.jpg,Albrecht_Dürer
Albrecht_Dürer_302.jpg,Albrecht_Dürer
Albrecht_Dürer_304.jpg,Albrecht_Dürer
Albrecht_Dürer_305.jpg,Albrecht_Dürer
Albrecht_Dürer_308.jpg,Albrecht_Dürer
Albrecht_Dürer_309.jpg,Albrecht_Dürer
Albrecht_Dürer_310.jpg,Albrecht_Dürer
Albrecht_Dürer_311.jpg,Albrecht_Dürer
Albrecht_Dürer_312.jpg,Albrecht_Dürer
Albrecht_Dürer_314.jpg,Albrecht_Dürer
Albrecht_Dürer_315.jpg,Albrecht_Dürer
Albrecht_Dürer_316.jpg,Albrecht_Dürer
Albrecht_Dürer_317.jpg,Albrecht_Dürer
Albrecht_Dürer_318.jpg,Albrecht_Dürer
Albrecht_Dürer_32.jpg,Albrecht_Dürer
Albrecht_Dürer_327.jpg,Albrecht_Dürer
Albrecht_Dürer_36.jpg,Albrecht_Dürer
Albrecht_Dürer_37.jpg,Albrecht_Dürer
Albrecht_Dürer_4.jpg,Albrecht_Dürer
Albrecht_Dürer_41.jpg,Albrecht_Dürer
Albrecht_Dürer_42.jpg,Albrecht_Dürer
Albrecht_Dürer_43.jpg,Albrecht_Dürer
Albrecht_Dürer_44.jpg,Albrecht_Dürer
Albrecht_Dürer_48.jpg,Albrecht_Dürer
Albrecht_Dürer_5.jpg,Albrecht_Dürer
Albrecht_Dürer_53.jpg,Albrecht_Dürer
Albrecht_Dürer_55.jpg,Albrecht_Dürer
Albrecht_Dürer_56.jpg,Albrecht_Dürer
Albrecht_Dürer_57.jpg,Albrecht_Dürer
Albrecht_Dürer_6.jpg,Albrecht_Dürer
Albrecht_Dürer_60.jpg,Albrecht_Dürer
Albrecht_Dürer_61.jpg,Albrecht_Dürer
Albrecht_Dürer_62.jpg,Albrecht_Dürer
Albrecht_Dürer_63.jpg,Albrecht_Dürer
Albrecht_Dürer_64.jpg,Albrecht_Dürer
Albrecht_Dürer_65.jpg,Albrecht_Dürer
Albrecht_Dürer_66.jpg,Albrecht_Dürer
Albrecht_Dürer_7.jpg,Albrecht_Dürer
Albrecht_Dürer_71.jpg,Albrecht_Dürer
Albrecht_Dürer_72.jpg,Albrecht_Dürer
Albrecht_Dürer_73.jpg,Albrecht_Dürer
Albrecht_Dürer_76.jpg,Albrecht_Dürer
Albrecht_Dürer_77.jpg,Albrecht_Dürer
Albrecht_Dürer_81.jpg,Albrecht_Dürer
Albrecht_Dürer_82.jpg,Albrecht_Dürer
Albrecht_Dürer_88.jpg,Albrecht_Dürer
Albrecht_Dürer_90.jpg,Albrecht_Dürer
Albrecht_Dürer_95.jpg,Albrecht_Dürer
Albrecht_Dürer_96.jpg,Albrecht_Dürer
Albrecht_Dürer_98.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_101.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_104.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_106.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_107.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_108.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_109.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_11.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_111.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_113.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_114.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_115.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_116.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_118.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_119.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_12.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_121.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_125.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_127.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_128.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_129.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_13.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_133.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_135.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_138.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_140.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_142.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_146.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_147.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_15.jpg,Albrecht_Dürer
Albrecht_Du╠êrer_150.jpg,Albrecht_Dürer
