filename,artist,phash,retained
Albrecht_Dürer_59.jpg,Albrecht_Dürer,e4a2925bda354bd8,False
Vincent_van_Gogh_586.jpg,Vincent_van_Gogh,b6f2480d69d313cd,True
Vincent_van_Gogh_559.jpg,Vincent_van_Gogh,b6f3c331887e8d03,True
Vincent_van_Gogh_804.jpg,Vincent_van_Gogh,da82b13d5c829c6f,False
Albrecht_Dürer_307.jpg,Albrecht_Dürer,8d39f4e68759cc84,False
Paul_Gauguin_132.jpg,Paul_Gauguin,d33724d3a189bccc,True
Albrecht_Du╠êrer_93.jpg,Albrecht_Dürer,e4b69b49946a69cc,False
Pierre-Auguste_Renoir_221.jpg,Pierre-Auguste_Renoir,c6192bb67919ec26,True
Albrecht_Dürer_28.jpg,Albrecht_Dürer,ebb4334e8839a566,False
Titian_235.jpg,Titian,8fbc30c763796684,False
Edgar_Degas_390.jpg,Edgar_Degas,aca4df7261331751,True
Alfred_Sisley_53.jpg,Alfred_Sisley,b9eed3e46a841259,True
Pablo_Picasso_319.jpg,Pablo_Picasso,e92d4437d4963497,True
Vincent_van_Gogh_259.jpg,Vincent_van_Gogh,b3e8e9f3d0e09419,True
Albrecht_Dürer_11.jpg,Albrecht_Dürer,ff17a0c691b8c1e1,False
Francisco_Goya_91.jpg,Francisco_Goya,d98937d68c387983,True
Paul_Gauguin_17.jpg,Paul_Gauguin,940ce372fc359c96,True
Albrecht_Dürer_58.jpg,Albrecht_Dürer,e2b7925e2d60a61b,False
Edgar_Degas_3.jpg,Edgar_Degas,dada9d29f206e342,False
Edgar_Degas_333.jpg,Edgar_Degas,9aec35867a992798,True
Pierre-Auguste_Renoir_8.jpg,Pierre-Auguste_Renoir,ba30a1cfc598939b,True
Pablo_Picasso_432.jpg,Pablo_Picasso,b3e544d867d2c2d4,True
Pablo_Picasso_308.jpg,Pablo_Picasso,fbc9166296629c59,True
Pierre-Auguste_Renoir_58.jpg,Pierre-Auguste_Renoir,afaad8d4703cf061,True
Albrecht_Dürer_27.jpg,Albrecht_Dürer,ecccc3b196475872,False
Edgar_Degas_490.jpg,Edgar_Degas,a3d04a95e35d8d8e,True
Pierre-Auguste_Renoir_153.jpg,Pierre-Auguste_Renoir,b94a45f1b0b79a8c,True
Alfred_Sisley_241.jpg,Alfred_Sisley,a7b496d26b0e24cb,True
Albrecht_Dürer_198.jpg,Albrecht_Dürer,bb80e138c4c3cf1f,False
Pablo_Picasso_316.jpg,Pablo_Picasso,bf2546f3b098b183,True
Paul_Gauguin_80.jpg,Paul_Gauguin,8163784e5b1b3735,True
Pierre-Auguste_Renoir_45.jpg,Pierre-Auguste_Renoir,8bd9ac0f1b74a4b1,True
Edgar_Degas_531.jpg,Edgar_Degas,896e8619ad95579a,True
Vincent_van_Gogh_630.jpg,Vincent_van_Gogh,aa05d5d3967a4b62,True
Albrecht_Du╠êrer_32.jpg,Albrecht_Dürer,b29bc4d6d9d9038c,False
Paul_Gauguin_5.jpg,Paul_Gauguin,b8cb65b4b2328bc9,True
Francisco_Goya_24.jpg,Francisco_Goya,d4b324d9dc2fc660,True
Pablo_Picasso_315.jpg,Pablo_Picasso,caf98d6cb1469634,True
Paul_Gauguin_244.jpg,Paul_Gauguin,b013837b10ebb2cf,True
Rembrandt_66.jpg,Rembrandt,db273c38c3e1311e,True
Vincent_van_Gogh_636.jpg,Vincent_van_Gogh,fe5649c932642ba5,False
Vincent_van_Gogh_520.jpg,Vincent_van_Gogh,d4acb2ad7442336e,True
Edgar_Degas_484.jpg,Edgar_Degas,b88f6f3cc0379318,True
Albrecht_Du╠êrer_136.jpg,Albrecht_Dürer,eb97b099866d8c86,False
Albrecht_Dürer_325.jpg,Albrecht_Dürer,d0a97ad5aad120dd,False
Vincent_van_Gogh_779.jpg,Vincent_van_Gogh,e1738d469a0c4fad,True
Vincent_van_Gogh_231.jpg,Vincent_van_Gogh,fdd1a44a933e1a34,False
Pierre-Auguste_Renoir_156.jpg,Pierre-Auguste_Renoir,b1ff3701c50e1a1e,True
Pierre-Auguste_Renoir_61.jpg,Pierre-Auguste_Renoir,cf2b63b31a91c585,True
Vincent_van_Gogh_315.jpg,Vincent_van_Gogh,8cee70c4dfc8a1e2,True
Pablo_Picasso_421.jpg,Pablo_Picasso,ad72115e87cf416c,True
Edgar_Degas_207.jpg,Edgar_Degas,ed34dbcdd6498442,True
Albrecht_Du╠êrer_48.jpg,Albrecht_Dürer,b6f3a2dcc78c460c,False
Francisco_Goya_75.jpg,Francisco_Goya,a1aa9f57de2c8831,True
Vincent_van_Gogh_825.jpg,Vincent_van_Gogh,b6b3c1518d415f59,True
Vincent_van_Gogh_130.jpg,Vincent_van_Gogh,ec1bc1e4c8cbb30b,True
Pierre-Auguste_Renoir_286.jpg,Pierre-Auguste_Renoir,9922cca798dd8dd1,True
Titian_201.jpg,Titian,8d4b7665b93ac1a8,False
Francisco_Goya_265.jpg,Francisco_Goya,eeabb3e8a8a5b030,True
Alfred_Sisley_257.jpg,Alfred_Sisley,c3bce200fde1d817,True
Albrecht_Du╠êrer_62.jpg,Albrecht_Dürer,cdf297c111c6a45b,False
Francisco_Goya_111.jpg,Francisco_Goya,bc8153a7699cc533,True
Pablo_Picasso_259.jpg,Pablo_Picasso,eac1913d6d6c7461,False
Paul_Gauguin_199.jpg,Paul_Gauguin,e1c35f1c8e32a0cf,True
Alfred_Sisley_23.jpg,Alfred_Sisley,e3f89c0631f1476c,False
Paul_Gauguin_254.jpg,Paul_Gauguin,aea7d148a65e2b92,True
Edgar_Degas_645.jpg,Edgar_Degas,9429e886714c377f,False
Pablo_Picasso_113.jpg,Pablo_Picasso,bae00d6f674c8c95,True
Pierre-Auguste_Renoir_327.jpg,Pierre-Auguste_Renoir,b869fb3a85969609,True
Rembrandt_12.jpg,Rembrandt,b4ec92a14393cdcb,True
Vincent_van_Gogh_149.jpg,Vincent_van_Gogh,f1848da659cca6a7,True
Albrecht_Dürer_176.jpg,Albrecht_Dürer,eca5935ae156a459,False
Paul_Gauguin_44.jpg,Paul_Gauguin,c31e1f81eac61d33,True
Edgar_Degas_300.jpg,Edgar_Degas,f20f08cbe99e0fb0,True
Paul_Gauguin_224.jpg,Paul_Gauguin,f152d38152259d3f,True
Titian_73.jpg,Titian,cc8c6037d39b3372,True
Albrecht_Du╠êrer_96.jpg,Albrecht_Dürer,f41b83c978850fce,False
Titian_84.jpg,Titian,cc1e7cc172793632,True
Albrecht_Dürer_51.jpg,Albrecht_Dürer,cab4d1a9515cd276,False
Vincent_van_Gogh_369.jpg,Vincent_van_Gogh,e564d29a7b247871,False
Albrecht_Du╠êrer_117.jpg,Albrecht_Dürer,f496c3ce9c199949,False
Albrecht_Dürer_282.jpg,Albrecht_Dürer,ee4aa5bd94c049b3,False
Edgar_Degas_166.jpg,Edgar_Degas,97015e168669f98f,True
Paul_Gauguin_263.jpg,Paul_Gauguin,aae0b6a2666bd625,True
Francisco_Goya_238.jpg,Francisco_Goya,fa8c8593c6c2953d,True
Paul_Gauguin_161.jpg,Paul_Gauguin,ab63c4b5914eb493,True
Rembrandt_225.jpg,Rembrandt,99396693996c943b,True
Titian_123.jpg,Titian,c9ec6e613716d249,True
Edgar_Degas_483.jpg,Edgar_Degas,f3690d3df4a81c1c,True
Vincent_van_Gogh_459.jpg,Vincent_van_Gogh,b8c6c3faa09c9a95,True
Rembrandt_166.jpg,Rembrandt,d5e2a694689e36b8,True
Edgar_Degas_571.jpg,Edgar_Degas,b64925d61b6e8cd8,False
Francisco_Goya_150.jpg,Francisco_Goya,cf3868cd946639c6,True
Edgar_Degas_523.jpg,Edgar_Degas,e79fdd40c8879198,True
Edgar_Degas_70.jpg,Edgar_Degas,fbd8e0c3532501fc,True
